ptNoList|^resultCode|^resultMsg|^rowno|^ptNo|^ptNm|^addr|^orgNm|^wmyr|^wmod|^wmwk|^wmdep|^lonDgr|^lonMin|^lonSec|^latDgr|^latMin|^latSec|^wmcymd|^itemLvl|^itemAmnt|^itemTemp|^itemPh|^itemDoc|^itemBod|^itemCod|^itemSs|^itemTcoli|^itemTn|^itemTp|^itemCd|^itemCn|^itemPb|^itemCr6|^itemAs|^itemHg|^itemCu|^itemAbs|^itemPcb|^itemOp|^itemMn|^itemTrans|^itemCloa|^itemCl|^itemZn|^itemCr|^itemFe|^itemPhenol|^itemNhex|^itemEc|^itemTce|^itemPce|^itemNo3n|^itemNh3n|^itemEcoli|^itemPop|^itemDtn|^itemDtp|^itemFl|^itemCol|^itemCcl4|^itemDceth|^itemDcm|^itemBenzene|^itemChcl3|^itemToc|^itemDehp|^itemAntimon|^itemDiox|^itemHcho|^itemHcb|^itemNi|^itemBa|^itemSe|^numOfRows|^pageNo|^totalCount
3008A40|^00|^NORMAL SERVICE|^31|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^19920713|^ |^ |^27.0|^7.6|^6.8|^1.6|^1.8|^2.2|^56|^0.510|^0.040|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^ |^0.0000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^185|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^32|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^19920814|^ |^ |^26.0|^7.8|^6.9|^1.6|^2.1|^3.9|^64|^0.514|^0.045|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^180|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^33|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^19920902|^ |^ |^24.0|^7.5|^9.1|^1.9|^2.2|^3.5|^70|^1.597|^0.071|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^180|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^34|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^19921005|^ |^ |^22.0|^7.8|^8.5|^1.8|^2.1|^3.4|^50|^1.957|^0.046|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^180|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^35|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^19921102|^ |^ |^14.0|^7.7|^8.5|^1.9|^2.3|^2.0|^47|^2.083|^0.070|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^200|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^36|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1992|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^19921202|^ |^ |^11.0|^7.7|^9.6|^1.7|^2.0|^1.7|^65|^2.039|^0.082|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^200|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^37|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930115|^ |^ |^6.0|^7.5|^9.6|^1.5|^2.0|^2.3|^16|^1.825|^0.105|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^112|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^38|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930211|^ |^ |^9.0|^7.2|^8.5|^1.6|^2.3|^1.9|^23|^1.496|^0.084|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^104|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^39|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^03|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930312|^ |^ |^9.0|^7.2|^11.6|^1.4|^1.8|^2.0|^22|^1.485|^0.095|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^118|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^40|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^04|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930413|^ |^ |^13.0|^7.3|^9.7|^1.4|^1.7|^1.6|^16|^1.429|^0.086|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^118|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^41|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^05|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930522|^ |^ |^22.0|^7.5|^8.6|^1.6|^1.9|^2.3|^31|^1.468|^0.087|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^115|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^42|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930607|^ |^ |^26.0|^8.1|^8.1|^1.5|^1.9|^3.2|^30|^1.672|^0.106|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^108|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^43|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930708|^ |^ |^24.0|^7.8|^7.5|^1.9|^2.5|^4.3|^17|^1.745|^0.093|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^0.0000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^102|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^44|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930803|^ |^ |^25.0|^8.4|^9.2|^1.9|^2.1|^4.0|^16|^1.803|^0.084|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^91|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^45|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^19930902|^ |^ |^24.0|^7.6|^7.5|^1.7|^2.0|^3.8|^14|^1.820|^0.089|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^101|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^46|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^19931004|^ |^ |^22.0|^7.9|^9.1|^1.7|^2.2|^2.8|^16|^1.869|^0.063|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^88|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^47|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^19931102|^ |^ |^16.0|^7.7|^7.6|^1.5|^3.5|^2.2|^15|^1.832|^0.059|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^95|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^48|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1993|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^19931201|^ |^ |^10.0|^7.6|^9.3|^1.8|^2.1|^2.1|^55|^1.651|^0.099|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^105|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^49|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940103|^ |^ |^6.0|^7.5|^10.4|^1.5|^2.6|^2.6|^19|^1.516|^0.060|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^101|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^50|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940202|^ |^ |^6.0|^7.3|^12.0|^1.4|^2.4|^2.0|^25|^1.562|^0.058|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^108|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^51|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^03|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940302|^ |^ |^9.0|^7.2|^11.7|^1.7|^2.9|^1.2|^34|^1.643|^0.055|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^105|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^52|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^04|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940404|^ |^ |^13.0|^7.5|^10.7|^1.3|^2.7|^1.7|^35|^1.659|^0.057|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^117|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^53|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^05|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940516|^ |^ |^21.0|^7.3|^8.4|^1.3|^3.3|^2.2|^35|^1.619|^0.056|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^117|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^54|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940613|^ |^ |^26.0|^7.2|^8.5|^1.2|^3.6|^2.5|^34|^1.458|^0.034|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^118|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^55|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^32.0|^7.2|^8.7|^1.5|^2.7|^1.8|^34|^1.774|^0.053|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^118|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^56|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940801|^ |^ |^30.0|^7.3|^8.5|^1.7|^3.0|^4.2|^41|^1.841|^0.067|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^132|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^57|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^19940905|^ |^ |^28.0|^7.5|^7.2|^1.5|^2.9|^2.4|^49|^0.578|^0.103|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^120|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^58|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^19941007|^ |^ |^21.0|^7.5|^8.0|^1.7|^2.7|^3.2|^45|^0.582|^0.147|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^106|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^59|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^16.0|^7.5|^8.7|^1.3|^2.2|^3.4|^30|^0.582|^0.211|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^126|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^60|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1994|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^19941228|^ |^ |^12.0|^7.4|^9.7|^1.7|^2.3|^4.1|^58|^0.360|^0.071|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^150|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^61|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950123|^ |^ |^3.0|^7.5|^13.3|^1.6|^4.0|^4.7|^60|^1.481|^0.016|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^141|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^62|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950206|^ |^ |^5.0|^7.0|^12.3|^1.6|^2.8|^2.4|^530|^0.641|^0.063|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^0.000|^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^135|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^63|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^03|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950306|^ |^ |^8.0|^7.2|^12.1|^1.0|^1.9|^3.5|^53|^1.890|^0.045|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^0.000|^ |^ |^ |^ |^ |^ |^0.000|^ |^162|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^64|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^04|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950427|^ |^ |^12.0|^7.5|^10.7|^1.1|^2.1|^7.0|^46|^1.707|^0.056|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^132|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^65|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^05|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950502|^ |^ |^17.0|^7.6|^11.2|^0.9|^2.8|^5.5|^45|^1.911|^0.053|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^137|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^66|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950629|^ |^ |^23.0|^8.0|^8.5|^1.1|^2.9|^6.5|^48|^1.911|^0.022|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^131|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^67|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950729|^ |^ |^25.0|^7.7|^8.3|^1.4|^3.2|^6.7|^55|^1.331|^0.019|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^68|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950801|^ |^ |^28.0|^7.7|^8.0|^1.3|^2.4|^4.4|^25|^0.800|^0.021|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^135|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^69|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^19950928|^ |^ |^26.0|^7.2|^9.5|^1.2|^3.6|^4.1|^53|^1.338|^0.013|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^121|^ |^ |^0.853|^0.317|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^70|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^19951002|^ |^ |^22.0|^7.4|^8.7|^1.4|^4.0|^4.2|^33|^1.235|^0.032|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^115|^ |^ |^0.980|^0.126|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^71|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^15.0|^7.4|^10.3|^1.1|^3.8|^4.2|^54|^1.551|^0.048|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^120|^ |^ |^1.116|^0.208|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^72|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1995|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^19951223|^ |^ |^9.0|^7.3|^10.3|^1.2|^2.6|^5.2|^8|^1.467|^0.052|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^116|^ |^ |^1.116|^0.075|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^73|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^1996|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^19960127|^ |^ |^6.0|^7.6|^9.8|^1.2|^3.9|^5.0|^10|^1.436|^0.044|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^ |^ |^ |^ |^ |^0.000|^ |^116|^ |^ |^1.385|^0.069|^5|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
